TermBits,InChannels,ClassCount,WeightBits,DSPCount,LUT4,FF
4,2,18,2,0,1012,25
4,2,19,2,0,1070,25
4,2,20,2,0,1118,25
4,2,21,2,0,1176,25
4,2,22,2,0,1225,25
4,2,23,2,0,1280,25
4,2,24,2,0,1329,25
4,2,25,2,0,1405,25
4,2,26,2,0,1452,25
4,2,27,2,0,1510,25
4,2,28,2,0,1558,25
4,2,29,2,0,1623,25
4,2,30,2,0,1671,25
4,2,31,2,0,1732,25
4,2,32,2,0,1781,25
4,3,1,2,0,111,34
4,3,2,2,0,196,34
4,3,3,2,0,286,34
4,3,4,2,0,360,34
4,3,5,2,0,448,34
4,3,6,2,0,522,34
4,3,7,2,0,612,34
4,3,8,2,0,689,34
4,3,9,2,0,777,34
4,3,10,2,0,852,34
4,3,11,2,0,936,34
4,3,12,2,0,1011,34
4,3,13,2,0,1106,34
4,3,14,2,0,1181,34
4,3,15,2,0,1270,34
4,3,16,2,0,1346,34
4,3,17,2,0,1451,34
4,3,18,2,0,1508,34
4,3,19,2,0,1612,34
4,3,20,2,0,1668,34
4,3,21,2,0,1752,34
4,3,22,2,0,1828,34
4,3,23,2,0,1934,34
4,3,24,2,0,1987,34
4,3,25,2,0,2115,34
4,3,26,2,0,2190,34
4,3,27,2,0,2276,34
4,3,28,2,0,2352,34
4,3,29,2,0,2445,34
4,3,30,2,0,2521,34
4,3,31,2,0,2610,34
4,3,32,2,0,2655,34
4,4,1,2,0,148,43
4,4,2,2,0,264,43
4,4,3,2,0,381,43
4,4,4,2,0,488,43
4,4,5,2,0,606,43
4,4,6,2,0,710,43
4,4,7,2,0,830,43
4,4,8,2,0,937,43
4,4,9,2,0,1055,43
4,4,10,2,0,1170,43
4,4,11,2,0,1274,43
4,4,12,2,0,1379,43
4,4,13,2,0,1504,43
4,4,14,2,0,1609,43
4,4,15,2,0,1728,43
4,4,16,2,0,1834,43
4,4,17,2,0,1986,43
4,4,18,2,0,2056,43
4,4,19,2,0,2209,43
4,4,20,2,0,2316,43
4,4,21,2,0,2390,43
4,4,22,2,0,2496,43
4,4,23,2,0,2655,43
4,4,24,2,0,2763,43
4,4,25,2,0,2898,43
4,4,26,2,0,3004,43
4,4,27,2,0,3121,43
4,4,28,2,0,3228,43
4,4,29,2,0,3352,43
4,4,30,2,0,3459,43
4,4,31,2,0,3579,43
4,4,32,2,0,3687,43
4,5,1,2,0,183,52
4,5,2,2,0,325,52
4,5,3,2,0,468,52
4,5,4,2,0,605,52
4,5,5,2,0,745,52
4,5,6,2,0,875,52
4,5,7,2,0,1021,52
4,5,8,2,0,1154,52
4,5,9,2,0,1298,52
4,5,10,2,0,1439,52
4,5,11,2,0,1569,52
4,5,12,2,0,1700,52
4,5,13,2,0,1864,52
4,5,14,2,0,1996,52
4,5,15,2,0,2127,52
4,5,16,2,0,2275,52
4,5,17,2,0,2420,52
4,5,18,2,0,2551,52
4,5,19,2,0,2693,52
4,5,20,2,0,2825,52
4,5,21,2,0,2945,52
4,5,22,2,0,3077,52
4,5,23,2,0,3239,52
4,5,24,2,0,3372,52
4,5,25,2,0,3532,52
4,5,26,2,0,3663,52
4,5,27,2,0,3805,52
4,5,28,2,0,3937,52
4,5,29,2,0,4086,52
4,5,30,2,0,4218,52
4,5,31,2,0,4363,52
4,5,32,2,0,4496,52
4,6,1,2,0,221,61
4,6,2,2,0,392,61
4,6,3,2,0,564,61
4,6,4,2,0,722,61
4,6,5,2,0,899,61
4,6,6,2,0,1064,61
4,6,7,2,0,1226,61
4,6,8,2,0,1387,61
4,6,9,2,0,1577,61
4,6,10,2,0,1728,61
4,6,11,2,0,1886,61
4,6,12,2,0,2069,61
4,6,13,2,0,2237,61
4,6,14,2,0,2383,61
4,6,15,2,0,2556,61
4,6,16,2,0,2748,61
4,6,17,2,0,2922,61
4,6,18,2,0,3064,61
4,6,19,2,0,3234,61
4,6,20,2,0,3414,61
4,6,21,2,0,3584,61
4,6,22,2,0,3746,61
4,6,23,2,0,3892,61
4,6,24,2,0,4053,61
4,6,25,2,0,4266,61
4,6,26,2,0,4400,61
4,6,27,2,0,4597,61
4,6,28,2,0,4758,61
4,6,29,2,0,4936,61
4,6,30,2,0,5037,61
4,6,31,2,0,5271,61
4,6,32,2,0,5433,61
4,7,1,2,0,261,70
4,7,2,2,0,463,70
4,7,3,2,0,663,70
4,7,4,2,0,855,70
4,7,5,2,0,1063,70
4,7,6,2,0,1247,70
4,7,7,2,0,1452,70
4,7,8,2,0,1644,70
4,7,9,2,0,1847,70
4,7,10,2,0,2037,70
4,7,11,2,0,2236,70
4,7,12,2,0,2438,70
4,7,13,2,0,2649,70
4,7,14,2,0,2854,70
4,7,15,2,0,3060,70
4,7,16,2,0,3253,70
4,7,17,2,0,3458,70
4,7,18,2,0,3613,70
4,7,19,2,0,3832,70
4,7,20,2,0,4003,70
4,7,21,2,0,4223,70
4,7,22,2,0,4393,70
4,7,23,2,0,4614,70
4,7,24,2,0,4782,70
4,7,25,2,0,5050,70
4,7,26,2,0,5215,70
4,7,27,2,0,5443,70
4,8,1,2,0,303,79
4,8,2,2,0,536,79
4,8,3,2,0,771,79
4,8,4,2,0,996,79
4,8,5,2,0,1232,79
4,8,6,2,0,1454,79
4,8,7,2,0,1699,79
4,8,8,2,0,1917,79
4,8,9,2,0,2180,79
4,8,10,2,0,2376,79
4,8,11,2,0,2630,79
4,8,12,2,0,2855,79
4,8,13,2,0,3113,79
4,8,14,2,0,3339,79
4,8,15,2,0,3579,79
4,8,16,2,0,3806,79
4,8,17,2,0,4045,79
4,8,18,2,0,4234,79
4,8,19,2,0,4468,79
4,8,20,2,0,4692,79
4,8,21,2,0,4967,79
4,8,22,2,0,5172,79
4,8,23,2,0,5359,79
4,9,1,2,0,336,88
4,9,2,2,0,597,88
4,9,3,2,0,858,88
4,9,4,2,0,1105,88
4,9,5,2,0,1366,88
4,9,6,2,0,1613,88
4,9,7,2,0,1883,88
4,9,8,2,0,2134,88
4,9,9,2,0,2387,88
4,9,10,2,0,2645,88
4,9,11,2,0,2892,88
4,9,12,2,0,3164,88
4,9,13,2,0,3408,88
4,9,14,2,0,3670,88
4,9,15,2,0,3933,88
4,9,16,2,0,4167,88
4,9,17,2,0,4479,88
4,9,18,2,0,4693,88
4,9,19,2,0,4971,88
4,9,20,2,0,5201,88
4,9,21,2,0,5480,88
4,10,1,2,0,383,97
4,10,2,2,0,676,97
4,10,3,2,0,972,97
4,10,4,2,0,1258,97
4,10,5,2,0,1555,97
4,10,6,2,0,1844,97
4,10,7,2,0,2151,97
4,10,8,2,0,2431,97
4,10,9,2,0,2747,97
4,10,10,2,0,3044,97
4,10,11,2,0,3341,97
4,10,12,2,0,3629,97
4,10,13,2,0,3937,97
4,10,14,2,0,4225,97
4,10,15,2,0,4527,97
4,10,16,2,0,4816,97
4,10,17,2,0,5117,97
4,10,18,2,0,5404,97
4,11,1,2,0,418,106
4,11,2,2,0,741,106
4,11,3,2,0,1065,106
4,11,4,2,0,1379,106
4,11,5,2,0,1704,106
4,11,6,2,0,2015,106
4,11,7,2,0,2384,106
4,11,8,2,0,2664,106
4,11,9,2,0,2999,106
4,11,10,2,0,3293,106
4,11,11,2,0,3636,106
4,11,12,2,0,3926,106
4,11,13,2,0,4258,106
4,11,14,2,0,4598,106
4,11,15,2,0,4896,106
4,11,16,2,0,5241,106
4,11,17,2,0,5568,106
4,12,1,2,0,455,115
4,12,2,2,0,816,115
4,12,3,2,0,1155,115
4,12,4,2,0,1524,115
4,12,5,2,0,1873,115
4,12,6,2,0,2192,115
4,12,7,2,0,2568,115
4,12,8,2,0,2913,115
4,12,9,2,0,3233,115
4,12,10,2,0,3632,115
4,12,11,2,0,3975,115
4,12,12,2,0,4331,115
4,12,13,2,0,4670,115
4,12,14,2,0,5041,115
4,12,15,2,0,5400,115
4,13,1,2,0,496,124
4,13,2,2,0,877,124
4,13,3,2,0,1263,124
4,13,4,2,0,1637,124
4,13,5,2,0,1987,124
4,13,6,2,0,2387,124
4,13,7,2,0,2787,124
4,13,8,2,0,3146,124
4,13,9,2,0,3548,124
4,13,10,2,0,3921,124
4,13,11,2,0,4292,124
4,13,12,2,0,4664,124
4,13,13,2,0,5056,124
4,13,14,2,0,5428,124
4,14,1,2,0,543,133
4,14,2,2,0,964,133
4,14,3,2,0,1389,133
4,14,4,2,0,1798,133
4,14,5,2,0,2226,133
4,14,6,2,0,2636,133
4,14,7,2,0,3055,133
4,14,8,2,0,3467,133
4,14,9,2,0,3899,133
4,14,10,2,0,4320,133
4,14,11,2,0,4730,133
4,14,12,2,0,5129,133
4,14,13,2,0,5546,133
4,15,1,2,0,573,142
4,15,2,2,0,1017,142
4,15,3,2,0,1458,142
4,15,4,2,0,1891,142
4,15,5,2,0,2355,142
4,15,6,2,0,2783,142
4,15,7,2,0,3225,142
4,15,8,2,0,3660,142
4,15,9,2,0,4106,142
4,15,10,2,0,4539,142
4,15,11,2,0,4981,142
4,15,12,2,0,5414,142
4,16,1,2,0,618,151
4,16,2,2,0,1090,151
4,16,3,2,0,1576,151
4,16,4,2,0,2045,151
4,16,5,2,0,2531,151
4,16,6,2,0,2992,151
4,16,7,2,0,3454,151
4,16,8,2,0,3920,151
4,16,9,2,0,4434,151
4,16,10,2,0,4862,151
4,16,11,2,0,5358,151
4,17,1,2,0,659,160
4,17,2,2,0,1173,160
4,17,3,2,0,1693,160
4,17,4,2,0,2194,160
4,17,5,2,0,2720,160
4,17,6,2,0,3223,160
4,17,7,2,0,3743,160
4,17,8,2,0,4249,160
4,17,9,2,0,4767,160
4,17,10,2,0,5271,160
4,17,11,2,0,5785,160
4,18,1,2,0,695,169
4,18,2,2,0,1236,169
4,18,3,2,0,1759,169
4,18,4,2,0,2303,169
4,18,5,2,0,2849,169
4,18,6,2,0,3328,169
4,18,7,2,0,3871,169
4,18,8,2,0,4450,169
4,18,9,2,0,5001,169
4,18,10,2,0,5520,169
4,19,1,2,0,727,178
4,19,2,2,0,1293,178
4,19,3,2,0,1864,178
4,19,4,2,0,2432,178
4,19,5,2,0,3023,178
4,19,6,2,0,3583,178
4,19,7,2,0,4160,178
4,19,8,2,0,4723,178
4,19,9,2,0,5298,178
4,20,1,2,0,785,187
4,20,2,2,0,1384,187
4,20,3,2,0,2017,187
4,20,4,2,0,2609,187
4,20,5,2,0,3197,187
4,20,6,2,0,3790,187
4,20,7,2,0,4393,187
4,20,8,2,0,4996,187
4,20,9,2,0,5604,187
4,21,1,2,0,820,196
4,21,2,2,0,1447,196
4,21,3,2,0,2089,196
4,21,4,2,0,2686,196
4,21,5,2,0,3296,196
4,21,6,2,0,3985,196
4,21,7,2,0,4563,196
4,21,8,2,0,5237,196
4,21,9,2,0,5775,196
4,22,1,2,0,856,205
4,22,2,2,0,1518,205
4,22,3,2,0,2173,205
4,22,4,2,0,2843,205
4,22,5,2,0,3475,205
4,22,6,2,0,4132,205
4,22,7,2,0,4803,205
4,22,8,2,0,5470,205
4,23,1,2,0,901,214
4,23,2,2,0,1605,214
4,23,3,2,0,2308,214
4,23,4,2,0,3000,214
4,23,5,2,0,3704,214
4,23,6,2,0,4393,214
4,23,7,2,0,5099,214
4,23,8,2,0,5791,214
4,24,1,2,0,930,223
4,24,2,2,0,1650,223
4,24,3,2,0,2377,223
4,24,4,2,0,3085,223
4,24,5,2,0,3788,223
4,24,6,2,0,4516,223
4,24,7,2,0,5248,223
4,24,8,2,0,5952,223
4,25,1,2,0,978,232
4,25,2,2,0,1737,232
4,25,3,2,0,2497,232
4,25,4,2,0,3246,232
4,25,5,2,0,4007,232
4,25,6,2,0,4753,232
4,25,7,2,0,5517,232
4,26,1,2,0,1015,241
4,26,2,2,0,1802,241
4,26,3,2,0,2591,241
4,26,4,2,0,3368,241
4,26,5,2,0,4156,241
4,26,6,2,0,4930,241
4,26,7,2,0,5722,241
4,27,1,2,0,1048,250
4,27,2,2,0,1859,250
4,27,3,2,0,2671,250
4,27,4,2,0,3480,250
4,27,5,2,0,4286,250
4,27,6,2,0,5096,250
4,27,7,2,0,5899,250
4,28,1,2,0,1087,259
4,28,2,2,0,1928,259
4,28,3,2,0,2771,259
4,28,4,2,0,3602,259
4,28,5,2,0,4455,259
4,28,6,2,0,5273,259
4,28,7,2,0,6118,259
4,29,1,2,0,1144,268
4,29,2,2,0,2032,268
4,29,3,2,0,2920,268
4,29,4,2,0,3799,268
4,29,5,2,0,4688,268
4,29,6,2,0,5563,268
4,30,1,2,0,1172,277
4,30,2,2,0,2079,277
4,30,3,2,0,2987,277
4,30,4,2,0,3884,277
4,30,5,2,0,4793,277
4,30,6,2,0,5687,277
4,31,1,2,0,1199,286
4,31,2,2,0,2128,286
4,31,3,2,0,3059,286
4,31,4,2,0,3969,286
4,31,5,2,0,4902,286
4,31,6,2,0,5816,286
4,32,1,2,0,1248,295
4,32,2,2,0,2213,295
4,32,3,2,0,3171,295
4,32,4,2,0,4119,295
4,32,5,2,0,5083,295
4,32,6,2,0,6037,295
4,1,1,3,0,55,16
4,1,2,3,0,106,16
4,1,3,3,0,158,16
4,1,4,3,0,200,16
4,1,5,3,0,248,16
4,1,6,3,0,292,16
4,1,7,3,0,333,16
4,1,8,3,0,389,16
4,1,9,3,0,442,16
4,1,10,3,0,472,16
4,1,11,3,0,531,16
4,1,12,3,0,547,16
4,1,13,3,0,631,16
4,1,14,3,0,671,16
4,1,15,3,0,725,16
4,1,16,3,0,750,16
4,1,17,3,0,802,16
4,1,18,3,0,822,16
4,1,19,3,0,889,16
4,1,20,3,0,928,16
4,1,21,3,0,976,16
4,1,22,3,0,1038,16
4,1,23,3,0,1063,16
4,1,24,3,0,1127,16
4,1,25,3,0,1170,16
4,1,26,3,0,1182,16
4,1,27,3,0,1257,16
4,1,28,3,0,1296,16
4,1,29,3,0,1352,16
4,1,30,3,0,1421,16
4,1,31,3,0,1443,16
4,1,32,3,0,1515,16
4,2,1,3,0,104,25
4,2,2,3,0,197,25
4,2,3,3,0,288,25
4,2,4,3,0,358,25
4,2,5,3,0,448,25
4,2,6,3,0,542,25
4,2,7,3,0,637,25
4,2,8,3,0,719,25
4,2,9,3,0,794,25
4,2,10,3,0,892,25
4,2,11,3,0,948,25
4,2,12,3,0,1049,25
4,2,13,3,0,1148,25
4,2,14,3,0,1227,25
4,2,15,3,0,1306,25
4,2,16,3,0,1416,25
4,2,17,3,0,1458,25
4,2,18,3,0,1534,25
4,2,19,3,0,1583,25
4,2,20,3,0,1758,25
4,2,21,3,0,1827,25
4,2,22,3,0,1885,25
4,2,23,3,0,1947,25
4,2,24,3,0,2049,25
4,2,25,3,0,2130,25
4,2,26,3,0,2284,25
4,2,27,3,0,2293,25
4,2,28,3,0,2370,25
4,2,29,3,0,2464,25
4,2,30,3,0,2541,25
4,2,31,3,0,2631,25
4,2,32,3,0,2709,25
4,3,1,3,0,154,34
4,3,2,3,0,290,34
4,3,3,3,0,415,34
4,3,4,3,0,544,34
4,3,5,3,0,683,34
4,3,6,3,0,786,34
4,3,7,3,0,948,34
4,3,8,3,0,1073,34
4,3,9,3,0,1218,34
4,3,10,3,0,1322,34
4,3,11,3,0,1464,34
4,3,12,3,0,1515,34
4,3,13,3,0,1704,34
4,3,14,3,0,1811,34
4,3,15,3,0,1930,34
4,3,16,3,0,2082,34
4,3,17,3,0,2199,34
4,3,18,3,0,2300,34
4,3,19,3,0,2391,34
4,3,20,3,0,2628,34
4,3,21,3,0,2676,34
4,3,22,3,0,2840,34
4,3,23,3,0,2992,34
4,3,24,3,0,3139,34
4,3,25,3,0,3240,34
4,3,26,3,0,3282,34
4,3,27,3,0,3491,34
4,3,28,3,0,3612,34
4,3,29,3,0,3750,34
4,3,30,3,0,3811,34
4,3,31,3,0,4005,34
4,3,32,3,0,4191,34
4,4,1,3,0,209,43
4,4,2,3,0,390,43
4,4,3,3,0,556,43
4,4,4,3,0,749,43
4,4,5,3,0,923,43
4,4,6,3,0,1072,43
4,4,7,3,0,1295,43
4,4,8,3,0,1460,43
4,4,9,3,0,1581,43
4,4,10,3,0,1804,43
4,4,11,3,0,1994,43
4,4,12,3,0,2116,43
4,4,13,3,0,2381,43
4,4,14,3,0,2539,43
4,4,15,3,0,2680,43
4,4,16,3,0,2833,43
4,4,17,3,0,3099,43
4,4,18,3,0,3162,43
4,4,19,3,0,3434,43
4,4,20,3,0,3585,43
4,4,21,3,0,3681,43
4,4,22,3,0,3958,43
4,4,23,3,0,4115,43
4,4,24,3,0,4310,43
4,4,25,3,0,4435,43
4,4,26,3,0,4680,43
4,4,27,3,0,4889,43
4,4,28,3,0,5061,43
4,4,29,3,0,5107,43
4,4,30,3,0,5363,43
4,5,1,3,0,265,52
4,5,2,3,0,487,52
4,5,3,3,0,730,52
4,5,4,3,0,950,52
4,5,5,3,0,1157,52
4,5,6,3,0,1381,52
4,5,7,3,0,1612,52
4,5,8,3,0,1821,52
4,5,9,3,0,2040,52
4,5,10,3,0,2303,52
4,5,11,3,0,2509,52
4,5,12,3,0,2677,52
4,5,13,3,0,2949,52
4,5,14,3,0,3164,52
4,5,15,3,0,3409,52
4,5,16,3,0,3562,52
4,5,17,3,0,3788,52
4,5,18,3,0,4053,52
4,5,19,3,0,4203,52
4,5,20,3,0,4574,52
4,5,21,3,0,4656,52
4,5,22,3,0,4737,52
4,5,23,3,0,5205,52
4,5,24,3,0,5303,52
4,6,1,3,0,318,61
4,6,2,3,0,586,61
4,6,3,3,0,859,61
4,6,4,3,0,1107,61
4,6,5,3,0,1391,61
4,6,6,3,0,1636,61
4,6,7,3,0,1908,61
4,6,8,3,0,2190,61
4,6,9,3,0,2436,61
4,6,10,3,0,2722,61
4,6,11,3,0,3013,61
4,6,12,3,0,3214,61
4,6,13,3,0,3504,61
4,6,14,3,0,3761,61
4,6,15,3,0,3988,61
4,6,16,3,0,4275,61
4,6,17,3,0,4562,61
4,6,18,3,0,4818,61
4,6,19,3,0,5086,61
4,6,20,3,0,5343,61
4,7,1,3,0,372,70
4,7,2,3,0,687,70
4,7,3,3,0,1009,70
4,7,4,3,0,1312,70
4,7,5,3,0,1640,70
4,7,6,3,0,1945,70
4,7,7,3,0,2330,70
4,7,8,3,0,2623,70
4,7,9,3,0,2913,70
4,7,10,3,0,3251,70
4,7,11,3,0,3517,70
4,7,12,3,0,3751,70
4,7,13,3,0,4098,70
4,7,14,3,0,4400,70
4,7,15,3,0,4717,70
4,7,16,3,0,5020,70
4,7,17,3,0,5387,70
4,8,1,3,0,430,79
4,8,2,3,0,804,79
4,8,3,3,0,1154,79
4,8,4,3,0,1514,79
4,8,5,3,0,1886,79
4,8,6,3,0,2268,79
4,8,7,3,0,2671,79
4,8,8,3,0,3027,79
4,8,9,3,0,3331,79
4,8,10,3,0,3694,79
4,8,11,3,0,4059,79
4,8,12,3,0,4413,79
4,8,13,3,0,4789,79
4,8,14,3,0,5171,79
4,8,15,3,0,5528,79
4,9,1,3,0,482,88
4,9,2,3,0,885,88
4,9,3,3,0,1301,88
4,9,4,3,0,1675,88
4,9,5,3,0,2140,88
4,9,6,3,0,2499,88
4,9,7,3,0,2960,88
4,9,8,3,0,3324,88
4,9,9,3,0,3745,88
4,9,10,3,0,4233,88
4,9,11,3,0,4574,88
4,9,12,3,0,4962,88
4,9,13,3,0,5383,88
4,10,1,3,0,562,97
4,10,2,3,0,1008,97
4,10,3,3,0,1475,97
4,10,4,3,0,1928,97
4,10,5,3,0,2389,97
4,10,6,3,0,2856,97
4,10,7,3,0,3326,97
4,10,8,3,0,3797,97
4,10,9,3,0,4357,97
4,10,10,3,0,4632,97
4,10,11,3,0,5276,97
4,10,12,3,0,5643,97
4,11,1,3,0,609,106
4,11,2,3,0,1121,106
4,11,3,3,0,1646,106
4,11,4,3,0,2173,106
4,11,5,3,0,2623,106
4,11,6,3,0,3135,106
4,11,7,3,0,3622,106
4,11,8,3,0,4134,106
4,11,9,3,0,4645,106
4,11,10,3,0,5121,106
4,11,11,3,0,5747,106
4,12,1,3,0,657,115
4,12,2,3,0,1212,115
4,12,3,3,0,1775,115
4,12,4,3,0,2350,115
4,12,5,3,0,2872,115
4,12,6,3,0,3426,115
4,12,7,3,0,3974,115
4,12,8,3,0,4535,115
4,12,9,3,0,5086,115
4,12,10,3,0,5630,115
4,13,1,3,0,709,124
4,13,2,3,0,1315,124
4,13,3,3,0,1919,124
4,13,4,3,0,2479,124
4,13,5,3,0,3086,124
4,13,6,3,0,3657,124
4,13,7,3,0,4291,124
4,13,8,3,0,4856,124
4,13,9,3,0,5482,124
4,14,1,3,0,769,133
4,14,2,3,0,1414,133
4,14,3,3,0,2114,133
4,14,4,3,0,2736,133
4,14,5,3,0,3430,133
4,14,6,3,0,3984,133
4,14,7,3,0,4636,133
4,14,8,3,0,5249,133
4,14,9,3,0,5932,133
4,15,1,3,0,830,142
4,15,2,3,0,1515,142
4,15,3,3,0,2231,142
4,15,4,3,0,2885,142
4,15,5,3,0,3574,142
4,15,6,3,0,4251,142
4,15,7,3,0,4967,142
4,15,8,3,0,5634,142
4,16,1,3,0,879,151
4,16,2,3,0,1634,151
4,16,3,3,0,2373,151
4,16,4,3,0,3119,151
4,16,5,3,0,3845,151
4,16,6,3,0,4586,151
4,16,7,3,0,5350,151
4,17,1,3,0,937,160
4,17,2,3,0,1747,160
4,17,3,3,0,2517,160
4,17,4,3,0,3312,160
4,17,5,3,0,4104,160
4,17,6,3,0,4883,160
4,17,7,3,0,5772,160
4,18,1,3,0,982,169
4,18,2,3,0,1862,169
4,18,3,3,0,2658,169
4,18,4,3,0,3497,169
4,18,5,3,0,4338,169
4,18,6,3,0,5162,169
4,18,7,3,0,6005,169
4,19,1,3,0,1055,178
4,19,2,3,0,1947,178
4,19,3,3,0,2820,178
4,19,4,3,0,3682,178
4,19,5,3,0,4582,178
4,19,6,3,0,5453,178
4,20,1,3,0,1106,187
4,20,2,3,0,2054,187
4,20,3,3,0,3000,187
4,20,4,3,0,3939,187
4,20,5,3,0,4881,187
4,20,6,3,0,5786,187
4,21,1,3,0,1143,196
4,21,2,3,0,2137,196
4,21,3,3,0,3093,196
4,21,4,3,0,4052,196
4,21,5,3,0,5025,196
4,21,6,3,0,5981,196
4,22,1,3,0,1219,205
4,22,2,3,0,2290,205
4,22,3,3,0,3270,205
4,22,4,3,0,4273,205
4,22,5,3,0,5314,205
4,23,1,3,0,1289,214
4,23,2,3,0,2391,214
4,23,3,3,0,3474,214
4,23,4,3,0,4578,214
4,23,5,3,0,5633,214
4,24,1,3,0,1327,223
4,24,2,3,0,2442,223
4,24,3,3,0,3570,223
4,24,4,3,0,4679,223
4,24,5,3,0,5802,223
4,25,1,3,0,1394,232
4,25,2,3,0,2523,232
4,25,3,3,0,3810,232
4,25,4,3,0,4920,232
4,25,5,3,0,6036,232
4,26,1,3,0,1441,241
4,26,2,3,0,2646,241
4,26,3,3,0,3856,241
4,26,4,3,0,5058,241
4,26,5,3,0,6265,241
4,27,1,3,0,1491,250
4,27,2,3,0,2751,250
4,27,3,3,0,4008,250
4,27,4,3,0,5254,250
4,27,5,3,0,6515,250
4,28,1,3,0,1545,259
4,28,2,3,0,2848,259
4,28,3,3,0,4153,259
4,28,4,3,0,5444,259
4,29,1,3,0,1657,268
4,29,2,3,0,3012,268
4,29,3,3,0,4383,268
4,29,4,3,0,5752,268
4,30,1,3,0,1669,277
4,30,2,3,0,3121,277
4,30,3,3,0,4527,277
4,30,4,3,0,5985,277
4,31,1,3,0,1723,286
4,31,2,3,0,3167,286
4,31,3,3,0,4708,286
4,31,4,3,0,6138,286
4,32,1,3,0,1790,295
4,32,2,3,0,3331,295
4,32,3,3,0,4880,295
4,32,4,3,0,6392,295
4,1,1,4,0,71,16
4,1,2,4,0,142,16
4,1,3,4,0,212,16
4,1,4,4,0,272,16
4,1,5,4,0,323,16
4,1,6,4,0,400,16
4,1,7,4,0,445,16
4,1,8,4,0,501,16
4,1,9,4,0,568,16
4,1,10,4,0,622,16
4,1,11,4,0,729,16
4,1,12,4,0,739,16
4,1,13,4,0,865,16
4,1,14,4,0,923,16
4,1,15,4,0,935,16
4,1,16,4,0,1054,16
4,1,17,4,0,1057,16
4,1,18,4,0,1128,16
4,1,19,4,0,1269,16
4,1,20,4,0,1248,16
4,1,21,4,0,1291,16
4,1,22,4,0,1434,16
4,1,23,4,0,1454,16
4,1,24,4,0,1559,16
4,1,25,4,0,1545,16
4,1,26,4,0,1598,16
4,1,27,4,0,1770,16
4,1,28,4,0,1716,16
4,1,29,4,0,1787,16
4,1,30,4,0,1961,16
4,1,31,4,0,1908,16
4,1,32,4,0,2091,16
4,2,1,4,0,140,25
4,2,2,4,0,259,25
4,2,3,4,0,391,25
4,2,4,4,0,504,25
4,2,5,4,0,630,25
4,2,6,4,0,754,25
4,2,7,4,0,885,25
4,2,8,4,0,1002,25
4,2,9,4,0,1131,25
4,2,10,4,0,1246,25
4,2,11,4,0,1349,25
4,2,12,4,0,1462,25
4,2,13,4,0,1596,25
4,2,14,4,0,1737,25
4,2,15,4,0,1852,25
4,2,16,4,0,1919,25
4,2,17,4,0,2112,25
4,2,18,4,0,2226,25
4,2,19,4,0,2352,25
4,2,20,4,0,2467,25
4,2,21,4,0,2593,25
4,2,22,4,0,2708,25
4,2,23,4,0,2832,25
4,2,24,4,0,2948,25
4,2,25,4,0,3068,25
4,2,26,4,0,3206,25
4,2,27,4,0,3332,25
4,2,28,4,0,3447,25
4,2,29,4,0,3581,25
4,2,30,4,0,3695,25
4,2,31,4,0,3824,25
4,2,32,4,0,3940,25
4,3,1,4,0,209,34
4,3,2,4,0,392,34
4,3,3,4,0,584,34
4,3,4,4,0,761,34
4,3,5,4,0,940,34
4,3,6,4,0,1124,34
4,3,7,4,0,1287,34
4,3,8,4,0,1492,34
4,3,9,4,0,1681,34
4,3,10,4,0,1806,34
4,3,11,4,0,2041,34
4,3,12,4,0,2204,34
4,3,13,4,0,2373,34
4,3,14,4,0,2559,34
4,3,15,4,0,2702,34
4,3,16,4,0,2953,34
4,3,17,4,0,3091,34
4,3,18,4,0,3298,34
4,3,19,4,0,3445,34
4,3,20,4,0,3697,34
4,3,21,4,0,3841,34
4,3,22,4,0,4038,34
4,3,23,4,0,4107,34
4,3,24,4,0,4398,34
4,3,25,4,0,4552,34
4,3,26,4,0,4698,34
4,3,27,4,0,4827,34
4,3,28,4,0,4997,34
4,3,29,4,0,5360,34
4,4,1,4,0,279,43
4,4,2,4,0,526,43
4,4,3,4,0,794,43
4,4,4,4,0,1030,43
4,4,5,4,0,1290,43
4,4,6,4,0,1512,43
4,4,7,4,0,1802,43
4,4,8,4,0,2039,43
4,4,9,4,0,2296,43
4,4,10,4,0,2488,43
4,4,11,4,0,2758,43
4,4,12,4,0,2973,43
4,4,13,4,0,3284,43
4,4,14,4,0,3539,43
4,4,15,4,0,3812,43
4,4,16,4,0,3960,43
4,4,17,4,0,4212,43
4,4,18,4,0,4466,43
4,4,19,4,0,4792,43
4,4,20,4,0,4934,43
4,4,21,4,0,5224,43
4,4,22,4,0,5420,43
4,5,1,4,0,358,52
4,5,2,4,0,663,52
4,5,3,4,0,980,52
4,5,4,4,0,1263,52
4,5,5,4,0,1594,52
4,5,6,4,0,1893,52
4,5,7,4,0,2196,52
4,5,8,4,0,2512,52
4,5,9,4,0,2872,52
4,5,10,4,0,3157,52
4,5,11,4,0,3449,52
4,5,12,4,0,3690,52
4,5,13,4,0,4008,52
4,5,14,4,0,4360,52
4,5,15,4,0,4616,52
4,5,16,4,0,4913,52
4,5,17,4,0,5224,52
4,5,18,4,0,5519,52
4,6,1,4,0,422,61
4,6,2,4,0,794,61
4,6,3,4,0,1184,61
4,6,4,4,0,1532,61
4,6,5,4,0,1918,61
4,6,6,4,0,2268,61
4,6,7,4,0,2632,61
